,True Classes,Predicted Classes
7931,Trouser,Dress
7932,Bag,Bag
7933,Trouser,Trouser
7934,Sandal,Sandal
7935,Ankle boot,Ankle boot
7936,Pullover,Shirt
7937,Bag,Bag
7938,T-shirt/top,T-shirt/top
7939,Sneaker,Dress
7940,T-shirt/top,Bag
7941,Shirt,Ankle boot
7942,T-shirt/top,T-shirt/top
7943,Dress,Pullover
7944,Shirt,Pullover
7945,Ankle boot,Sandal
7946,Coat,Coat
7947,T-shirt/top,Shirt
7948,T-shirt/top,T-shirt/top
7949,Pullover,Trouser
7950,Pullover,Coat
7951,Bag,Bag
7952,Ankle boot,Ankle boot
7953,T-shirt/top,T-shirt/top
7954,Sandal,Sandal
7955,Sandal,Sneaker
7956,T-shirt/top,Sandal
7957,Coat,Sneaker
7958,Bag,Bag
7959,Sneaker,Sneaker
7960,Trouser,Bag
7961,Coat,Pullover
7962,Sandal,Bag
7963,Bag,Pullover
7964,Shirt,Bag
7965,Sneaker,Sneaker
7966,Pullover,Trouser
7967,Pullover,Trouser
7968,Shirt,T-shirt/top
7969,Pullover,Bag
7970,Coat,Coat
7971,Coat,Coat
7972,Dress,Dress
7973,Bag,Bag
7974,Coat,Pullover
7975,Sandal,Sandal
7976,Pullover,Sneaker
7977,Bag,Pullover
7978,T-shirt/top,Ankle boot
7979,Trouser,Trouser
7980,Sneaker,Ankle boot
7981,Sneaker,Ankle boot
7982,Bag,Bag
7983,Pullover,Pullover
7984,Sandal,Sandal
7985,T-shirt/top,Coat
7986,Sandal,Sandal
7987,Trouser,Dress
7988,Bag,Bag
7989,Shirt,Trouser
7990,T-shirt/top,Sandal
7991,T-shirt/top,T-shirt/top
7992,Sandal,Sandal
7993,Dress,Dress
7994,Dress,T-shirt/top
7995,Dress,Bag
7996,Ankle boot,Pullover
7997,Sandal,Sandal
7998,Sneaker,Sneaker
7999,Pullover,Trouser
8000,Trouser,Sneaker
8001,Trouser,Sandal
8002,Dress,Dress
8003,Sandal,Sneaker
8004,Ankle boot,Sandal
8005,Sandal,Sneaker
8006,Pullover,Pullover
8007,Trouser,Trouser
8008,Dress,Dress
8009,Dress,Dress
8010,Sneaker,Sneaker
8011,Dress,Bag
8012,Bag,Bag
8013,Bag,Coat
8014,Sneaker,Dress
8015,Coat,Coat
8016,Sandal,Sandal
8017,Pullover,Pullover
8018,Sneaker,T-shirt/top
8019,Sneaker,Ankle boot
8020,Shirt,Dress
8021,Pullover,T-shirt/top
8022,Shirt,T-shirt/top
8023,Bag,Bag
8024,Pullover,Pullover
8025,Sneaker,Sneaker
8026,Pullover,Pullover
8027,Coat,Coat
8028,Pullover,Coat
8029,Dress,Dress
8030,Sneaker,Ankle boot
8031,Dress,Dress
8032,T-shirt/top,T-shirt/top
8033,Ankle boot,Ankle boot
8034,Coat,Coat
8035,T-shirt/top,T-shirt/top
8036,Pullover,Bag
8037,Trouser,Dress
8038,Coat,Pullover
8039,Sandal,Dress
8040,Bag,Dress
8041,Dress,Dress
8042,Bag,Bag
8043,Sandal,Sneaker
8044,Sandal,Dress
8045,Coat,Pullover
8046,T-shirt/top,T-shirt/top
8047,Pullover,Coat
8048,Ankle boot,Dress
8049,Coat,Pullover
8050,Pullover,Pullover
8051,Sandal,Ankle boot
8052,Trouser,Trouser
8053,Bag,Bag
8054,Bag,Dress
8055,Shirt,Sandal
8056,Pullover,Coat
8057,Sneaker,Dress
8058,Coat,Sneaker
8059,Sneaker,Sneaker
8060,Ankle boot,Ankle boot
8061,Shirt,Pullover
8062,Trouser,Sneaker
8063,Trouser,Sneaker
8064,Shirt,Pullover
8065,Pullover,Pullover
8066,Sandal,Sandal
8067,Coat,Coat
8068,Sandal,Sandal
8069,Bag,Bag
8070,Shirt,Ankle boot
8071,T-shirt/top,T-shirt/top
8072,Shirt,Bag
8073,T-shirt/top,T-shirt/top
8074,Shirt,Dress
8075,Coat,Coat
8076,Dress,T-shirt/top
8077,Trouser,Trouser
8078,Sandal,Sneaker
8079,Pullover,Pullover
8080,T-shirt/top,T-shirt/top
8081,T-shirt/top,Coat
8082,T-shirt/top,T-shirt/top
8083,T-shirt/top,Pullover
8084,Dress,Dress
8085,Sneaker,Ankle boot
8086,Sneaker,Sandal
8087,Coat,Coat
8088,Pullover,Coat
8089,Shirt,Trouser
8090,Shirt,Sandal
8091,T-shirt/top,Bag
8092,Sandal,Sandal
8093,T-shirt/top,T-shirt/top
8094,Sneaker,Ankle boot
8095,Shirt,Coat
8096,T-shirt/top,T-shirt/top
8097,T-shirt/top,Trouser
8098,Ankle boot,Sneaker
8099,Sandal,Sandal
8100,Dress,Sneaker
8101,Coat,Bag
8102,T-shirt/top,Trouser
8103,Coat,Coat
8104,Sandal,Trouser
8105,Coat,Coat
8106,Bag,Bag
8107,Dress,Dress
8108,Dress,Pullover
8109,Bag,Bag
8110,Sneaker,Sneaker
8111,Bag,Bag
8112,Coat,Coat
8113,Dress,Bag
8114,Pullover,Pullover
8115,T-shirt/top,T-shirt/top
8116,Ankle boot,Sneaker
8117,Shirt,Sandal
8118,Sandal,Bag
8119,Ankle boot,Ankle boot
8120,Shirt,Coat
8121,Sneaker,Sneaker
8122,Shirt,Sandal
8123,T-shirt/top,Sandal
8124,Dress,Trouser
8125,Bag,T-shirt/top
8126,Dress,Trouser
8127,Sneaker,Sandal
8128,Coat,Trouser
8129,T-shirt/top,T-shirt/top
8130,Shirt,Pullover
8131,T-shirt/top,T-shirt/top
8132,Bag,Bag
8133,T-shirt/top,Coat
8134,Ankle boot,Ankle boot
8135,Bag,Bag
8136,Trouser,Trouser
8137,Pullover,Trouser
8138,Bag,Bag
8139,Ankle boot,Ankle boot
8140,Bag,Bag
8141,Pullover,Pullover
8142,Sandal,Sandal
8143,Pullover,Pullover
8144,Sandal,Sandal
8145,Sneaker,Sneaker
8146,T-shirt/top,Coat
8147,T-shirt/top,Bag
8148,Coat,Pullover
8149,Sandal,Trouser
8150,T-shirt/top,Bag
8151,Shirt,Coat
8152,Sneaker,Sneaker
8153,Dress,Trouser
8154,Sneaker,Trouser
8155,Sneaker,Trouser
8156,Bag,Bag
8157,Shirt,Dress
8158,T-shirt/top,T-shirt/top
8159,Trouser,Trouser
8160,Ankle boot,Ankle boot
8161,Pullover,Dress
8162,T-shirt/top,Coat
8163,Sandal,Sandal
8164,Sneaker,Sneaker
8165,Pullover,Sandal
8166,T-shirt/top,T-shirt/top
8167,Trouser,Trouser
8168,Coat,Coat
8169,T-shirt/top,T-shirt/top
8170,Dress,Trouser
8171,Sandal,Sandal
8172,Sandal,Sandal
8173,Shirt,T-shirt/top
8174,Ankle boot,Ankle boot
8175,Sneaker,Sneaker
8176,Dress,Dress
8177,Ankle boot,Ankle boot
8178,Ankle boot,Ankle boot
8179,Pullover,Sandal
8180,Sandal,Sandal
8181,Shirt,Coat
8182,Sandal,Sandal
8183,Shirt,Coat
8184,Coat,Coat
8185,Sneaker,Sneaker
8186,T-shirt/top,Dress
8187,Sandal,Sandal
8188,Pullover,Dress
8189,Trouser,Trouser
8190,Ankle boot,Ankle boot
8191,T-shirt/top,Coat
8192,Sandal,Sandal
8193,Shirt,Coat
8194,Sandal,Sandal
8195,Bag,Bag
8196,Sneaker,Sneaker
8197,Trouser,Sneaker
8198,Sandal,Pullover
8199,Shirt,Shirt
8200,Pullover,Sandal
8201,Bag,Bag
8202,Coat,Coat
8203,Ankle boot,Ankle boot
8204,Coat,Pullover
8205,Sandal,Sandal
8206,Trouser,Trouser
8207,Coat,Trouser
8208,Shirt,T-shirt/top
8209,Pullover,Sandal
8210,Dress,Trouser
8211,Dress,Dress
8212,Coat,Coat
8213,T-shirt/top,Bag
8214,Sandal,Sandal
8215,Coat,Pullover
8216,Ankle boot,Ankle boot
8217,Trouser,Trouser
8218,Bag,Bag
8219,Sandal,Sandal
8220,T-shirt/top,T-shirt/top
8221,Pullover,Pullover
8222,Coat,Coat
8223,Bag,Bag
8224,Dress,Trouser
8225,Ankle boot,Ankle boot
8226,Dress,Trouser
8227,T-shirt/top,Dress
8228,Sandal,Ankle boot
8229,Shirt,T-shirt/top
8230,Pullover,Pullover
8231,Sandal,Sandal
8232,Bag,Bag
8233,Sandal,Sneaker
8234,Trouser,Trouser
8235,Sneaker,Trouser
8236,Pullover,Pullover
8237,Sneaker,Ankle boot
8238,Sneaker,Ankle boot
8239,Ankle boot,Ankle boot
8240,Pullover,Pullover
8241,Sandal,Sandal
8242,Trouser,Trouser
8243,Pullover,Coat
8244,Coat,Dress
8245,Ankle boot,Ankle boot
8246,T-shirt/top,T-shirt/top
8247,Trouser,Trouser
8248,Pullover,Sandal
8249,Bag,Shirt
8250,Sneaker,Sneaker
8251,Shirt,Dress
8252,Trouser,Trouser
8253,Pullover,Bag
8254,T-shirt/top,Sandal
8255,Bag,Bag
8256,Ankle boot,Ankle boot
8257,Trouser,Trouser
8258,Ankle boot,Ankle boot
8259,T-shirt/top,T-shirt/top
8260,Trouser,Trouser
8261,T-shirt/top,Pullover
8262,Trouser,Trouser
8263,Coat,Bag
8264,Shirt,Pullover
8265,Sneaker,Bag
8266,Bag,Bag
8267,Bag,Bag
8268,Ankle boot,Ankle boot
8269,T-shirt/top,Sandal
8270,Bag,Bag
8271,Sandal,T-shirt/top
8272,Coat,Trouser
8273,Ankle boot,Ankle boot
8274,Ankle boot,Ankle boot
8275,Pullover,Coat
8276,Pullover,Pullover
8277,Coat,Coat
8278,Sandal,Sneaker
8279,Sneaker,T-shirt/top
8280,Sneaker,Ankle boot
8281,Ankle boot,Ankle boot
8282,Ankle boot,Ankle boot
8283,Sneaker,Sneaker
8284,Sneaker,Trouser
8285,Dress,Trouser
8286,Ankle boot,Ankle boot
8287,T-shirt/top,Coat
8288,Sneaker,Sandal
8289,Shirt,Pullover
8290,Sandal,Ankle boot
8291,Sandal,Sandal
8292,Bag,Bag
8293,Sandal,Sandal
8294,Sneaker,Sneaker
8295,Sandal,Sandal
8296,Shirt,Pullover
8297,Sandal,Sandal
8298,Sandal,Bag
8299,Sandal,Trouser
8300,Trouser,Trouser
8301,Sandal,Sandal
8302,Ankle boot,Ankle boot
8303,Coat,Ankle boot
8304,Bag,Bag
8305,Sandal,Sneaker
8306,Shirt,Coat
8307,Dress,Trouser
8308,Pullover,Sneaker
8309,Shirt,Trouser
8310,Shirt,Pullover
8311,Sneaker,Bag
8312,Coat,Coat
8313,Pullover,Pullover
8314,T-shirt/top,Coat
8315,Bag,Bag
8316,Sneaker,Sneaker
8317,Ankle boot,Ankle boot
8318,Pullover,Dress
8319,Trouser,Sneaker
8320,Coat,Pullover
8321,Pullover,Pullover
8322,Shirt,Sandal
8323,Bag,Bag
8324,Pullover,Pullover
8325,Dress,Trouser
8326,Sandal,Sneaker
8327,Sandal,Ankle boot
8328,T-shirt/top,T-shirt/top
8329,Sandal,Sandal
8330,Trouser,Trouser
8331,Sandal,Sandal
8332,Ankle boot,Ankle boot
8333,Pullover,Pullover
8334,Shirt,Coat
8335,Trouser,Trouser
8336,T-shirt/top,Bag
8337,Ankle boot,Ankle boot
8338,Shirt,T-shirt/top
8339,Pullover,Pullover
8340,Pullover,Coat
8341,Coat,Coat
8342,Dress,Ankle boot
8343,Trouser,Trouser
8344,Sneaker,Ankle boot
8345,Ankle boot,Sneaker
8346,Coat,Coat
8347,Shirt,Coat
8348,Coat,Pullover
8349,Pullover,Coat
8350,Sneaker,Ankle boot
8351,Pullover,Pullover
8352,Sneaker,Sneaker
8353,Coat,Coat
8354,Shirt,Pullover
8355,Bag,Bag
8356,Sneaker,Sneaker
8357,Pullover,Sandal
8358,Pullover,Pullover
8359,Shirt,Pullover
8360,T-shirt/top,T-shirt/top
8361,Sneaker,Sandal
8362,Sandal,Sandal
8363,T-shirt/top,Dress
8364,T-shirt/top,Ankle boot
8365,Pullover,Coat
8366,Pullover,Coat
8367,Sandal,Sandal
8368,Bag,Bag
8369,Shirt,Coat
8370,T-shirt/top,T-shirt/top
8371,Bag,Ankle boot
8372,Trouser,Trouser
8373,Shirt,Sandal
8374,Ankle boot,Ankle boot
8375,Coat,Pullover
8376,Trouser,Trouser
8377,Coat,Coat
8378,Dress,Trouser
8379,Shirt,Sneaker
8380,Sneaker,Sneaker
8381,Pullover,Coat
8382,Shirt,T-shirt/top
8383,Shirt,Pullover
8384,Shirt,Trouser
8385,Trouser,Trouser
8386,Sneaker,Sneaker
8387,Sandal,Sandal
8388,Pullover,Coat
8389,Sandal,Sandal
8390,Ankle boot,Ankle boot
8391,T-shirt/top,T-shirt/top
8392,Ankle boot,Ankle boot
8393,Bag,Sandal
8394,Shirt,Coat
8395,Trouser,Trouser
8396,Trouser,Trouser
8397,Bag,Bag
8398,Trouser,Trouser
8399,Coat,Coat
8400,Bag,Bag
8401,Ankle boot,Ankle boot
8402,Sneaker,Sandal
8403,Pullover,Coat
8404,Sneaker,Ankle boot
8405,Bag,Bag
8406,T-shirt/top,Bag
8407,Bag,Bag
8408,Shirt,Coat
8409,T-shirt/top,T-shirt/top
8410,Shirt,Bag
8411,Bag,Bag
8412,Dress,Coat
8413,Bag,Bag
8414,Sandal,Sandal
8415,Sandal,Sandal
8416,Bag,Dress
8417,Sneaker,Sneaker
8418,Bag,Bag
8419,Pullover,Pullover
8420,Bag,Dress
8421,Shirt,T-shirt/top
8422,Sandal,Trouser
8423,Trouser,Trouser
8424,Sandal,Sandal
8425,Pullover,Sandal
8426,Dress,Pullover
8427,Coat,Coat
8428,Bag,Shirt
8429,Dress,Sneaker
8430,Shirt,Coat
8431,Bag,Sandal
8432,Pullover,Coat
8433,Sneaker,Sneaker
8434,Coat,Coat
8435,Sneaker,Trouser
8436,Bag,Bag
8437,Pullover,Pullover
8438,Shirt,T-shirt/top
8439,Coat,Sandal
8440,Dress,T-shirt/top
8441,Coat,Coat
8442,Pullover,Coat
8443,Trouser,Trouser
8444,Shirt,Shirt
8445,Sandal,Sandal
8446,Dress,Dress
8447,Coat,Sandal
8448,Pullover,Coat
8449,Sandal,Ankle boot
8450,Pullover,Pullover
8451,Ankle boot,Ankle boot
8452,Dress,Dress
8453,Sneaker,Ankle boot
8454,Ankle boot,Ankle boot
8455,Pullover,Coat
8456,Pullover,Bag
8457,Coat,Pullover
8458,Shirt,Shirt
8459,T-shirt/top,T-shirt/top
8460,Pullover,Pullover
8461,Sneaker,Sneaker
8462,Shirt,Coat
8463,Trouser,Trouser
8464,Coat,Coat
8465,Sneaker,Sneaker
8466,Sandal,Sandal
8467,Bag,T-shirt/top
8468,Bag,Bag
8469,Shirt,Ankle boot
8470,Dress,Sneaker
8471,Dress,Dress
8472,Coat,Bag
8473,Bag,Sandal
8474,Sandal,Sandal
8475,T-shirt/top,T-shirt/top
8476,Dress,Ankle boot
8477,Sandal,Sandal
8478,T-shirt/top,T-shirt/top
8479,Dress,Pullover
8480,Sneaker,Ankle boot
8481,Sandal,Sandal
8482,Sandal,Sandal
8483,Pullover,Bag
8484,Sneaker,Trouser
8485,Ankle boot,Ankle boot
8486,Ankle boot,T-shirt/top
8487,Shirt,Coat
8488,Ankle boot,Ankle boot
8489,Pullover,T-shirt/top
8490,Dress,Dress
8491,Shirt,Trouser
8492,Pullover,Coat
8493,Ankle boot,Ankle boot
8494,Bag,Bag
8495,Sandal,Ankle boot
8496,Coat,Pullover
8497,Dress,Trouser
8498,Pullover,Coat
8499,Pullover,Pullover
8500,Sandal,Sandal
8501,Sneaker,Ankle boot
8502,Dress,Pullover
8503,Coat,Bag
8504,Sandal,Sneaker
8505,Ankle boot,Ankle boot
8506,Coat,Coat
8507,Sneaker,T-shirt/top
8508,Trouser,Coat
8509,Sandal,Trouser
8510,T-shirt/top,T-shirt/top
8511,Coat,Sandal
8512,T-shirt/top,Sandal
8513,T-shirt/top,T-shirt/top
8514,Ankle boot,Ankle boot
8515,Trouser,Trouser
8516,Pullover,Coat
8517,Bag,Sneaker
8518,Shirt,Coat
8519,Bag,Pullover
8520,Trouser,Sneaker
8521,Sneaker,Sneaker
8522,Sandal,Sandal
8523,Ankle boot,Ankle boot
8524,Bag,Bag
8525,Pullover,Dress
8526,Dress,T-shirt/top
8527,Trouser,Sandal
8528,Coat,Coat
8529,Sneaker,Trouser
8530,Shirt,Dress
8531,Shirt,Sneaker
8532,Bag,Dress
8533,Pullover,Bag
8534,Sandal,Dress
8535,Trouser,Trouser
8536,Trouser,Trouser
8537,T-shirt/top,Dress
8538,Pullover,Pullover
8539,Trouser,Trouser
8540,Shirt,Sandal
8541,Pullover,Pullover
8542,Pullover,Bag
8543,Sneaker,Sneaker
8544,Trouser,Trouser
8545,Sandal,Sandal
8546,Sneaker,Sneaker
8547,Shirt,Pullover
8548,Sneaker,Sneaker
8549,Shirt,Coat
8550,Pullover,Sneaker
8551,Pullover,Pullover
8552,Coat,Coat
8553,Shirt,T-shirt/top
8554,Ankle boot,Ankle boot
8555,Ankle boot,Ankle boot
8556,Sneaker,Pullover
8557,Sneaker,Ankle boot
8558,Trouser,Trouser
8559,T-shirt/top,T-shirt/top
8560,Shirt,Pullover
8561,T-shirt/top,T-shirt/top
8562,Pullover,Bag
8563,Ankle boot,Ankle boot
8564,T-shirt/top,Dress
8565,Bag,Bag
8566,Dress,Trouser
8567,Sandal,Sandal
8568,Sneaker,Sneaker
8569,T-shirt/top,Coat
8570,T-shirt/top,T-shirt/top
8571,Ankle boot,Ankle boot
8572,Sandal,Sandal
8573,Shirt,T-shirt/top
8574,Ankle boot,Sneaker
8575,Coat,Coat
8576,Bag,Bag
8577,Sandal,Sandal
8578,Coat,Coat
8579,Dress,Trouser
8580,Ankle boot,Ankle boot
8581,Bag,Bag
8582,Coat,T-shirt/top
8583,Trouser,Trouser
8584,Sneaker,Ankle boot
8585,Bag,Coat
8586,Bag,Sandal
8587,Coat,Coat
8588,Ankle boot,Sneaker
8589,Shirt,Shirt
8590,Bag,Bag
8591,Shirt,T-shirt/top
8592,T-shirt/top,Coat
8593,Ankle boot,Pullover
8594,Pullover,Pullover
8595,Bag,Bag
8596,Coat,Pullover
8597,Dress,Trouser
8598,Coat,Bag
8599,Pullover,Coat
8600,Bag,Bag
8601,Shirt,Coat
8602,Pullover,Pullover
8603,Coat,Coat
8604,Dress,Dress
8605,Bag,Bag
8606,Ankle boot,Ankle boot
8607,Sneaker,Ankle boot
8608,Sandal,Trouser
8609,Dress,Sneaker
8610,Sneaker,Ankle boot
8611,Ankle boot,Dress
8612,Pullover,Pullover
8613,Pullover,Sandal
8614,Coat,Pullover
8615,Pullover,Coat
8616,Bag,T-shirt/top
8617,Pullover,Coat
8618,Sneaker,Ankle boot
8619,Sneaker,Sneaker
8620,Ankle boot,Ankle boot
8621,T-shirt/top,T-shirt/top
8622,Sneaker,Sneaker
8623,Bag,Sandal
8624,T-shirt/top,Bag
8625,Coat,Shirt
8626,Sneaker,Sneaker
8627,T-shirt/top,T-shirt/top
8628,Sneaker,T-shirt/top
8629,T-shirt/top,Bag
8630,Shirt,Trouser
8631,Shirt,Coat
8632,Dress,Sandal
8633,Ankle boot,Ankle boot
8634,Coat,Pullover
8635,T-shirt/top,T-shirt/top
8636,T-shirt/top,T-shirt/top
8637,Sandal,Sandal
8638,T-shirt/top,Dress
8639,Shirt,Bag
8640,Bag,Sneaker
8641,Ankle boot,Sandal
8642,Coat,Coat
8643,Coat,Sneaker
8644,Pullover,Pullover
8645,Pullover,Coat
8646,Ankle boot,Ankle boot
8647,Ankle boot,Bag
8648,Sandal,Sandal
8649,Sneaker,Sneaker
8650,T-shirt/top,T-shirt/top
8651,Sandal,Trouser
8652,Sneaker,Dress
8653,T-shirt/top,T-shirt/top
8654,T-shirt/top,T-shirt/top
8655,Coat,Coat
8656,Bag,Bag
8657,Dress,Trouser
8658,Pullover,Coat
8659,T-shirt/top,T-shirt/top
8660,Trouser,Trouser
8661,Trouser,Dress
8662,Coat,Coat
8663,Sandal,Sandal
8664,Pullover,Trouser
8665,Coat,Pullover
8666,Ankle boot,Trouser
8667,Ankle boot,Sneaker
8668,Bag,Coat
8669,Bag,T-shirt/top
8670,T-shirt/top,T-shirt/top
8671,Sneaker,Dress
8672,Bag,T-shirt/top
8673,Bag,Trouser
8674,Bag,Bag
8675,Sandal,Sandal
8676,Shirt,Pullover
8677,Sandal,Trouser
8678,Dress,Dress
8679,Shirt,Shirt
8680,T-shirt/top,T-shirt/top
8681,Coat,Coat
8682,Sandal,Sandal
8683,Pullover,Trouser
8684,Pullover,T-shirt/top
8685,Trouser,Trouser
8686,Shirt,Sneaker
8687,Shirt,Coat
8688,Sneaker,Sneaker
8689,Ankle boot,Bag
8690,Pullover,Pullover
8691,T-shirt/top,T-shirt/top
8692,T-shirt/top,T-shirt/top
8693,Pullover,Pullover
8694,Trouser,Ankle boot
8695,Sneaker,T-shirt/top
8696,Sandal,Coat
8697,Sandal,Sandal
8698,Shirt,Pullover
8699,Shirt,T-shirt/top
8700,Shirt,T-shirt/top
8701,T-shirt/top,Sneaker
8702,Coat,Coat
8703,T-shirt/top,T-shirt/top
8704,Pullover,Pullover
8705,Sneaker,Ankle boot
8706,Sandal,Sandal
8707,T-shirt/top,T-shirt/top
8708,Ankle boot,Ankle boot
8709,T-shirt/top,T-shirt/top
8710,Sneaker,Ankle boot
8711,Trouser,Trouser
8712,Sandal,Trouser
8713,T-shirt/top,Dress
8714,Coat,Pullover
8715,Sneaker,T-shirt/top
8716,Sandal,Dress
8717,T-shirt/top,T-shirt/top
8718,Sandal,Sandal
8719,Ankle boot,Ankle boot
8720,Dress,Coat
8721,Trouser,Trouser
8722,T-shirt/top,T-shirt/top
8723,Sandal,T-shirt/top
8724,Bag,Dress
8725,Sneaker,Sneaker
8726,Bag,Pullover
8727,Trouser,Trouser
8728,Sandal,Sandal
8729,Sandal,Sandal
8730,Sneaker,Sneaker
8731,Sneaker,Dress
8732,Ankle boot,Ankle boot
8733,Bag,Sandal
8734,Bag,Trouser
8735,Pullover,Pullover
8736,Coat,Bag
8737,Ankle boot,Sandal
8738,Shirt,Sneaker
8739,Sneaker,Sneaker
8740,Dress,Trouser
8741,Shirt,Sandal
8742,Sneaker,Sneaker
8743,Sneaker,Ankle boot
8744,Dress,Bag
8745,Sandal,Sandal
8746,Coat,Sandal
8747,Dress,Coat
8748,T-shirt/top,T-shirt/top
8749,Coat,Sandal
8750,Bag,Pullover
8751,T-shirt/top,Dress
8752,T-shirt/top,Bag
8753,Bag,Ankle boot
8754,Pullover,Pullover
8755,Sneaker,Ankle boot
8756,Pullover,Pullover
8757,Bag,Dress
8758,Coat,T-shirt/top
8759,Pullover,Pullover
8760,Pullover,Coat
8761,Dress,Dress
8762,Bag,Trouser
8763,Pullover,Bag
8764,Bag,Bag
8765,Sandal,Ankle boot
8766,Coat,Coat
8767,Ankle boot,Ankle boot
8768,Trouser,Bag
8769,Sneaker,Sneaker
8770,Sandal,Sandal
8771,Ankle boot,Ankle boot
8772,Coat,Coat
8773,Sandal,Trouser
8774,Sandal,Sandal
8775,Trouser,Sneaker
8776,Trouser,Sneaker
8777,Pullover,Pullover
8778,T-shirt/top,T-shirt/top
8779,Pullover,Shirt
8780,Coat,Coat
8781,Pullover,Pullover
8782,Coat,Bag
8783,Sneaker,Dress
8784,Coat,Coat
8785,Sneaker,Sneaker
8786,Trouser,Sneaker
8787,Pullover,Coat
8788,Sneaker,Ankle boot
8789,Dress,Trouser
8790,Coat,T-shirt/top
8791,Sandal,Sandal
8792,Dress,Trouser
8793,Bag,Bag
8794,Sneaker,Dress
8795,Ankle boot,Ankle boot
8796,Bag,Bag
8797,Bag,Sandal
8798,Sandal,Sandal
8799,Coat,Coat
8800,Dress,Dress
8801,Coat,Trouser
8802,Sneaker,Sneaker
8803,Ankle boot,Ankle boot
8804,T-shirt/top,T-shirt/top
8805,Shirt,Sandal
8806,Coat,Coat
8807,Dress,Dress
8808,Dress,Trouser
8809,Ankle boot,Sneaker
8810,Shirt,Shirt
8811,Shirt,Sandal
8812,Sneaker,Trouser
8813,Trouser,Trouser
8814,Coat,Pullover
8815,Bag,Pullover
8816,Pullover,Pullover
8817,Sneaker,Ankle boot
8818,T-shirt/top,Bag
8819,Sandal,Dress
8820,T-shirt/top,T-shirt/top
8821,Pullover,Pullover
8822,Shirt,Pullover
8823,Dress,Coat
8824,Trouser,Pullover
8825,T-shirt/top,T-shirt/top
8826,Sandal,Ankle boot
8827,Sneaker,T-shirt/top
8828,Ankle boot,Ankle boot
8829,Bag,Bag
8830,Dress,Dress
8831,Bag,Bag
8832,Coat,Pullover
8833,Dress,Trouser
8834,Ankle boot,Ankle boot
8835,T-shirt/top,Sandal
8836,Sneaker,Trouser
8837,Pullover,Pullover
8838,Sneaker,Ankle boot
8839,Coat,Dress
8840,Coat,Coat
8841,Bag,Pullover
8842,Pullover,Pullover
8843,Bag,Coat
8844,Sneaker,Coat
8845,Sneaker,Ankle boot
8846,T-shirt/top,T-shirt/top
8847,T-shirt/top,Sandal
8848,T-shirt/top,Sneaker
8849,Bag,Bag
8850,Coat,Sandal
8851,Pullover,Coat
8852,Pullover,Pullover
8853,Pullover,Pullover
8854,Sneaker,Ankle boot
8855,Sandal,Sandal
8856,Bag,Bag
8857,Coat,Coat
8858,Bag,Coat
8859,Coat,Coat
8860,Pullover,Pullover
8861,Pullover,T-shirt/top
8862,Sneaker,Sneaker
8863,T-shirt/top,T-shirt/top
8864,Bag,Dress
8865,Sneaker,Sneaker
8866,Ankle boot,Ankle boot
8867,Pullover,Coat
8868,T-shirt/top,Coat
8869,Dress,Coat
8870,T-shirt/top,T-shirt/top
8871,Dress,Trouser
8872,Sneaker,Shirt
8873,Shirt,Pullover
8874,Pullover,Coat
8875,Bag,Bag
8876,Dress,Dress
8877,T-shirt/top,T-shirt/top
8878,Pullover,Coat
8879,Ankle boot,Ankle boot
8880,Sneaker,Sneaker
8881,Sneaker,Sneaker
8882,Sneaker,Sneaker
8883,Bag,Bag
8884,Ankle boot,Ankle boot
8885,Ankle boot,Ankle boot
8886,Shirt,Sandal
8887,Bag,Sneaker
8888,Ankle boot,Ankle boot
8889,T-shirt/top,Bag
8890,Sneaker,Sandal
8891,Dress,Dress
8892,Dress,Coat
8893,Dress,Pullover
8894,Pullover,Coat
8895,Sandal,Sandal
8896,Shirt,Bag
8897,Coat,Pullover
8898,Dress,Bag
8899,T-shirt/top,T-shirt/top
8900,Shirt,Pullover
8901,Sneaker,Shirt
8902,Bag,Bag
8903,Dress,T-shirt/top
8904,Ankle boot,Ankle boot
8905,Coat,Coat
8906,Dress,Trouser
8907,T-shirt/top,T-shirt/top
8908,Dress,Sandal
8909,T-shirt/top,T-shirt/top
8910,T-shirt/top,T-shirt/top
8911,Sandal,Sandal
8912,T-shirt/top,T-shirt/top
8913,Coat,Dress
8914,Sneaker,Sneaker
8915,Trouser,Trouser
8916,Pullover,Trouser
8917,Pullover,Coat
8918,Bag,Sneaker
8919,Sneaker,Sneaker
8920,Sneaker,Sandal
8921,Coat,Sneaker
8922,T-shirt/top,T-shirt/top
8923,Ankle boot,Sandal
8924,Ankle boot,Ankle boot
8925,T-shirt/top,T-shirt/top
8926,Sneaker,Sneaker
8927,Trouser,Trouser
8928,Coat,Sneaker
8929,Ankle boot,Ankle boot
8930,Pullover,Dress
8931,T-shirt/top,T-shirt/top
8932,Coat,Coat
8933,Bag,Bag
8934,Sandal,Sneaker
8935,Shirt,Pullover
8936,Dress,Bag
8937,Shirt,T-shirt/top
8938,Trouser,Trouser
8939,Sandal,Sandal
8940,Shirt,Sandal
8941,T-shirt/top,T-shirt/top
8942,Sandal,Pullover
8943,Shirt,T-shirt/top
8944,T-shirt/top,T-shirt/top
8945,Trouser,Trouser
8946,Shirt,Sandal
8947,Dress,T-shirt/top
8948,T-shirt/top,Bag
8949,Dress,Dress
8950,Dress,Dress
